realClass,\ari,\flesch,\coleman,\kincaid,\fog,\smog,\li,\numPerguntas,\numPassiveVoice,\porcMenoresFrases,\porcMaioresFrases,\porcConjucoes,\numAuxiliarVerb,\inicioArtigo,\inicioPronome,\inicioConjuncaoSubordinadas,\inicioConjuncao,\porcSubstantivacao,\porcPreposicao,\inicioPronomeInterrogativo,\inicioPreposicoes,\wordCount,\sentenceCount,\porcToBe,\numPronomes,\CitPerTLen,\ImagesPerSec,\numCitations,\CitPerSec,\minSLen,\maxSLen,\stdSLen,\minAbsLen,\XLinksPerSec,\ssCount,\sCount,\numExtLink,\tamMaiorFrase,\avgSLen,\meanSubsectionPerSection,\LinksPerTLen,\avgPLen,id
'GA',17.2,49.7,11.6,14.3,17.7,13.9,57.8,0.0,17.0,0.6061,0.1212,0.0456,0.0,0.0,12.0,0.0,0.0,0.0124,0.1692,0.0,6.0,1052.0,33.0,0.0276,59.0,1631.5714,0.0,7.0,1.0,14.0,2644.0,225.92,1818.0,0.2857,0.0,7.0,2.0,189.0,1631.5714,0.0,67.9821,150.2857,2168853
'AC',13.6,49.2,13.2,11.7,15.2,13.3,50.9,0.0,52.0,0.6083,0.1417,0.0375,34.0,18.0,12.0,3.0,0.0,19,0.1025,0.0,3.0,2585.0,120.0,0.0302,79.0,1931.1538,0.5,13.0,1.3,120.0,6718.0,459.42,351.0,2.7,3.0,10.0,27.0,177.0,2510.5,0.3,200.84,103.4,172273
'BC',14.1,52.1,12.7,11.8,15.7,13.6,53.3,0.0,23.0,0.3409,0.1818,0.0517,9.0,9.0,4.0,3.0,0.0,0.0127,0.1093,0.0,7.0,1025.0,44.0,0.0273,39.0,0.0,0.2857,0.0,0.0,179.0,1339.0,103.24,1202.0,0.5714,0.0,7.0,4.0,61.0,1166.7144,0.0,79.2913,85.4167,712568
'SB',18.9,49.3,11.0,15.4,18.6,13.5,56.1,0.0,3.0,0.6667,0.1667,0.0505,0.0,0.0,1.0,0.0,0.0,0.0,0.0505,0.0,1.0,218.0,6.0,0.0229,12.0,0.0,0.0,0.0,0.0,295.0,1632.0,170.32,1635.0,5.0,0.0,2.0,10.0,137.0,1569.5,0.0,98.0938,218.0,1775464
'BC',15.5,55.2,12.4,12.3,15.2,12.4,55.1,0.0,20.0,0.5625,0.25,0.0463,0.0,11.0,1.0,0.0,0.0,0.0185,0.1124,0.0,0.0,863.0,32.0,0.0313,16.0,3543.3333,0.1,3.0,0.3,10.0,2151.0,77.51,597.0,0.4,3.0,10.0,4.0,84.0,1063.0,0.3,168.7302,47.9444,542694
'ST',10.0,74.4,7.7,8.6,11.4,9.1,38.3,0.0,12.0,0.5455,0.1818,0.0458,5.0,3.0,7.0,4.0,0.0,0.0026,0.1333,0.0,5.0,765.0,33.0,0.0157,21.0,0.0,0.0,0.0,0.0,78.0,1081.0,290.62,892.0,0.5,3.0,4.0,2.0,85.0,1570.25,0.75,50.6532,95625,682836
'GA',16.3,49.7,12.1,13.6,16.8,13.6,55.0,0.0,111.0,0.5843,0.2191,0.0639,46.0,24.0,16.0,7.0,0.0,0.0168,0.1209,2.0,28.0,5193.0,178.0,0.0352,188.0,1754.8,0.5833,30.0,2.5,17.0,4903.0,105.32,1130.0,0.5833,7.0,12.0,7.0,115.0,4387.0,0.5833,235.0179,126.6585,484125
'SB',11.2,50.2,12.5,10.5,9.2,8.5,34.6,0.0,1.0,0.0,0.0,0.0588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,1.0,0.0588,0.0,6023.0,0.0,1.0,0.3333,15.0,248.0,42.0,255.0,0.0,0.0,3.0,0.0,17.0,2007.6667,0.0,13.4743,17.0,14574654
'SB',8.1,73.2,9.8,6.8,9.9,9.6,37.1,0.0,15.0,0.4091,0.1364,0.0455,1.0,2.0,7.0,0.0,1.0,0.0152,0.1424,1.0,4.0,330.0,22.0,0.0667,20.0,0.0,0.0,0.0,0.0,1991.0,1991.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,0.0,0.0,30.1571,41.25,1591861
'BC',14.8,50.2,12.8,12.4,15.0,12.7,55.1,0.0,98.0,485,0.1677,0.0576,36.0,28.0,13.0,11.0,0.0,0.0196,0.1222,0.0,10.0,4133.0,167.0,0.0331,142.0,5960.2,0.25,5.0,625,10.0,7548.0,107.5,1238.0,2625,7.0,8.0,21.0,90.0,3725125,875,346.5233,114.8056,5509566
'BC',16.1,50.4,12.9,13.0,15.4,12.6,56.3,0.0,53.0,0.5857,0.2214,45,9.0,15.0,19.0,3.0,1.0,0.0097,0.1063,1.0,13.0,3819.0,140.0,0.0183,170.0,8045.25,0.2,4.0,0.4,37.0,7107.0,242.72,1091.0,0.7,0.0,10.0,7.0,266.0,3218.1,0.0,73.8096,131.6897,68392
'AC',19.5,32.8,14.5,16.6,20.0,16.1,64.9,1.0,150.0,0.6667,0.2185,0.0487,74.0,42.0,37.0,10.0,1.0,0.0246,0.1308,3.0,17.0,8601.0,270.0,0.0376,268.0,879.2523,0.6667,111.0,9.25,142.0,7248.0,1037.31,2781.0,5.25,14.0,12.0,63.0,320.0,8133.0835,1.1667,292.2066,162283,20423
'AC',11.5,59.0,11.2,10.0,13.3,11.9,43.5,0.0,8.0,0.5161,0.1613,0.0272,0.0,2.0,1.0,1.0,0.0,16,0.0879,0.0,0.0,626.0,31.0,0.0208,12.0,551.0,0.5,10.0,2.5,36.0,3945.0,99.28,255.0,3.0,0.0,4.0,12.0,68.0,1377.5,0.0,125.2273,156.5,3767113
'AC',14.2,44.1,13.6,12.6,16.2,14.1,54.2,2.0,171.0,0.5346,0.2013,0.0426,27.0,77.0,59.0,3.0,3.0,0.0263,0.1162,0.0,30.0,10140.0,462.0,0.0233,305.0,704.6308,1.6667,130.0,14.4444,10.0,19710.0,195.6,1283.0,5.5556,18.0,9.0,50.0,133.0,10178.0,2.0,173.8178,135.2,3304608
'AC',15.7,49.4,12.2,13.2,16.9,14.0,54.0,0.0,50.0,0.5747,0.2299,52,22.0,16.0,7.0,1.0,0.0,0.0154,0.1222,4.0,14.0,2406.0,87.0,0.0341,102.0,2082.6667,0.1429,9.0,1.2857,118.0,2874.0,31.54,923.0,0.1429,6.0,7.0,1.0,182.0,2677.7144,0.8571,178.5143,92.5385,4234
'FA',19.1,43.6,13.1,15.5,18.0,13.8,58.8,1.0,34.0,0.6164,0.2329,0.0386,8.0,8.0,6.0,4.0,0.0,25,101,0.0,8.0,2436.0,73.0,0.0238,102.0,543.7377,0.1538,61.0,4.6923,10.0,3806.0,165.5,1949.0,0.3077,2.0,13.0,4.0,191.0,2551.3845,0.1538,188.4545,221.4545,1574480
'GA',16.3,48.5,12.4,13.6,17.2,14.1,56.4,1.0,30.0,0.62,0.22,56,13.0,5.0,13.0,1.0,0.0,28,0.1421,1.0,5.0,1429.0,50.0,0.0343,64.0,1442.7778,0.5,9.0,1.5,10.0,5384.0,415.0,796.0,1.3333,0.0,6.0,8.0,102.0,2164.1667,0.0,175473,158.7778,5312
'BC',19.9,44.5,10.9,16.6,19.9,14.4,61.8,0.0,15.0,0.55,0.25,0.0778,6.0,0.0,5.0,1.0,0.0,0.0156,0.1089,0.0,2.0,771.0,20.0,35,76.0,6552.0,0.25,1.0,0.25,177.0,2625.0,162.79,603.0,0.25,0.0,4.0,1.0,93.0,1638.0,0.0,88.5405,110.1429,2524808
'FA',23.3,39.2,11.9,18.7,22.0,15.1,69.6,0.0,18.0,0.6552,0.2069,0.0471,8.0,2.0,5.0,3.0,0.0,0.0157,0.1028,0.0,8.0,1274.0,29.0,33,103.0,667.6,0.6,25.0,5.0,14.0,2580.0,154.0,1066.0,0.2,3.0,5.0,1.0,197.0,3338.0,0.6,115.1034,318.5,64906
'GA',36.9,5.5,14.0,29.4,33.3,20.6,100.2,0.0,12.0,0.5882,0.4118,0.0552,0.0,1.0,1.0,0.0,0.0,0.0216,0.1156,0.0,3.0,1159.0,17.0,0.0336,23.0,1412.0,0.0,9.0,1.2857,10.0,2832.0,65.41,875.0,0.1429,0.0,7.0,1.0,219.0,1815.4286,0.0,45.0638,289.75,11350188
'GA',10.0,61.2,11.7,8.6,11.4,10.8,43.4,0.0,30.0,0.5245,0.2238,0.0314,24.0,21.0,17.0,3.0,0.0,0.0203,0.1207,1.0,5.0,2261.0,143.0,0.0181,123.0,734.12,0.25,25.0,6.25,21.0,2969.0,98.9,1619.0,0.75,6.0,4.0,3.0,128.0,4588.25,1.5,262.1857,753.6667,11585526
'FA',15.1,54.7,10.6,12.8,15.7,12.4,52.2,0.0,86.0,0.6043,0.2014,0.0417,16.0,32.0,18.0,6.0,0.0,0.0112,0.1071,0.0,10.0,4032.0,139.0,0.0278,120.0,1013.1579,0.7778,38.0,4.2222,10.0,7197.0,271.35,2304.0,0.8889,2.0,9.0,8.0,197.0,4277778,0.2222,143.1227,237.1765,10373332
'ST',12.3,62.5,12.7,9.4,11.8,10.6,42.1,0.0,3.0,0.3333,0.0667,0.0651,1.0,1.0,0.0,0.0,0.0,0.0103,0.0925,0.0,0.0,292.0,15.0,0.0171,1.0,0.0,0.0,0.0,0.0,338.0,1048.0,169.0,504.0,1.3333,0.0,3.0,4.0,57.0,1120.0,0.0,52.5,58.4,3311920
'AC',24.1,29.1,14.3,19.6,23.3,17.4,71.5,0.0,37.0,0.5556,0.3016,0.0548,20.0,15.0,6.0,6.0,0.0,0.0267,0.1306,0.0,3.0,2626.0,63.0,0.0297,112.0,2636625,0.5,8.0,1.3333,50.0,3461.0,728.12,1341.0,1.5,8.0,6.0,9.0,170.0,3515.5,1.3333,345.7869,93.7857,7721010
'SB',8.1,61.1,9.2,8.7,10.2,9.7,37.9,0.0,1.0,0.5,0.0,0.0313,0.0,0.0,1.0,0.0,0.0,0.0,0.0938,0.0,0.0,32.0,2.0,0.0313,1.0,0.0,0.0,0.0,0.0,401.0,401.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,62.8333,10.6667,8543828
'GA',15.7,51.6,11.6,13.2,16.1,13.0,52.6,0.0,70.0,0.5547,0.2409,53,22.0,30.0,16.0,3.0,0.0,0.0125,0.1402,0.0,18.0,3922.0,137.0,0.0298,111.0,1033.2571,0.5,35.0,5.8333,13.0,5537.0,115.46,2297.0,1.8333,7.0,6.0,11.0,111.0,6027.3335,1.1667,200.9111,217.8889,6697169
'FA',15.6,44.5,14.0,13.1,17.0,14.5,55.0,0.0,129.0,543,181,0.0497,7.0,50.0,12.0,9.0,0.0,0.0297,0.1211,1.0,27.0,5391.0,221.0,0.0343,90.0,963.9844,1.2727,64.0,5.8182,14.0,7941.0,688.49,2459.0,1.9091,0.0,11.0,21.0,127.0,5608636,0.0,93.4773,168.4688,3454
'ST',9.3,72.1,9.1,7.9,9.6,8.3,40.0,0.0,15.0,0.4231,0.0385,0.0465,1.0,4.0,2.0,0.0,0.0,0.0,0.1535,0.0,7.0,495.0,26.0,0.0424,13.0,0.0,0.0,0.0,0.0,2822.0,2822.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,163.1053,49.5,7952263
'FA',23.5,37.5,11.9,19.0,22.3,15.3,72.9,0.0,36.0,0.6912,0.2353,0.0501,6.0,20.0,1.0,5.0,0.0,0.0249,0.1353,0.0,12.0,3015.0,68.0,0.0352,41.0,682.9508,1.2857,61.0,8.7143,13.0,6205.0,274.3,2131.0,1.2857,5.0,7.0,9.0,374.0,5951.4287,0.7143,118.6895,231.9231,311154
'FA',10.8,62.2,10.5,9.5,12.5,11.2,42.9,0.0,201.0,0.4605,0.1513,0.0384,35.0,102.0,39.0,6.0,0.0,0.0152,0.1404,1.0,37.0,6047.0,304.0,0.0485,202.0,10789.75,2.1429,4.0,0.5714,10.0,14568.0,280.4,792.0,0.5714,7.0,7.0,4.0,74.0,6165.5713,1.0,291.6149,120.94,157472
'FA',16.1,53.7,11.7,13.1,16.5,13.2,55.2,0.0,16.0,0.5636,0.2182,0.0418,1.0,13.0,4.0,4.0,0.0,0.0129,0.1378,0.0,8.0,1625.0,55.0,0.0166,23.0,772.64,0.2857,25.0,3.5714,50.0,3277.0,101.19,1397.0,0.1429,2.0,7.0,1.0,163.0,2759.4287,0.2857,158.3279,406.25,900554
'FA',20.9,20.3,16.9,18.1,21.4,17.5,68.0,1.0,84.0,0.5839,0.2416,0.0533,23.0,27.0,12.0,3.0,0.0,0.0317,137,0.0,15.0,4577.0,149.0,33,147.0,869.2537,0.8571,67.0,9.5714,13.0,7112.0,280.63,3395.0,0.4286,13.0,7.0,3.0,136.0,8320.0,1.8571,277.3333,217.9524,23754
'ST',11.9,56.1,12.4,10.2,12.7,11.5,47.6,0.0,31.0,0.4324,0.1216,0.0405,6.0,29.0,2.0,3.0,0.0,0.0305,0.1505,1.0,6.0,1409.0,74.0,0.0291,29.0,0.0,0.2857,0.0,0.0,148.0,1269.0,33.95,360.0,0.0,4.0,14.0,0.0,77.0,709.0714,0.2857,76.3615,54.1923,10808948
'GA',15.2,34.2,16.4,13.3,17.4,14.9,58.0,1.0,131.0,0.4945,0.2238,0.0617,61.0,45.0,19.0,14.0,0.0,0.0349,0.1143,6.0,17.0,6967.0,362.0,0.0258,148.0,939.0154,0.7692,65.0,5.0,15.0,11891.0,260.92,2357.0,2.3077,4.0,13.0,30.0,139.0,4695.0767,0.3077,214.9155,217.7188,492271
'SB',13.9,53.7,11.5,12.0,15.3,13.0,49.3,0.0,10.0,0.68,0.2,0.0574,1.0,5.0,1.0,0.0,0.0,0.0223,0.1308,0.0,7.0,627.0,25.0,0.0335,61.0,881.1667,0.0,6.0,1.0,31.0,1956.0,159.12,771.0,0.0,0.0,6.0,0.0,94.0,881.1667,0.0,170.5484,156.75,3624589
'FA',12.6,55.2,11.8,10.9,13.6,12.0,46.7,1.0,149.0,0.4901,202,0.0519,29.0,62.0,33.0,14.0,1.0,0.0129,0.1168,1.0,45.0,8779.0,406.0,0.0223,337.0,775732,1.4444,97.0,10.7778,14.0,5937.0,273.78,2298.0,1.1111,16.0,9.0,10.0,117.0,8360667,1.7778,223.9464,182.8958,4335
'AC',14.4,52.5,12.6,11.9,15.0,12.9,51.2,0.0,133.0,0.5455,0.1667,0.0429,35.0,55.0,20.0,8.0,0.0,0.0246,0.1191,1.0,31.0,6383.0,264.0,0.0277,98.0,1390.8333,1.0625,42.0,2625,14.0,8932.0,1226.48,4049.0,3.0625,6.0,16.0,49.0,263.0,3650.9375,375,78.5148,132.9792,349303
'AC',12.5,60.7,10.7,10.6,13.7,11.7,46.1,0.0,48.0,0.5,0.1974,0.0591,4.0,12.0,10.0,3.0,0.0,0.0129,0.1007,0.0,5.0,1778.0,76.0,36,62.0,1283091,0.2222,11.0,1.2222,27.0,3959.0,144.33,3968.0,2.1111,5.0,9.0,19.0,83.0,1568.2222,0.5556,256.6182,84.6667,415328
'BC',14.9,55.4,11.9,12.1,14.5,11.9,53.5,0.0,22.0,375,0.2188,0.0521,0.0,1.0,6.0,1.0,0.0,0.0083,0.1124,0.0,2.0,845.0,32.0,0.0379,46.0,11334.0,0.0,1.0,0.1667,18.0,3073.0,84.0,1630.0,0.5,2.0,6.0,3.0,50.0,1889.0,0.3333,134.9286,93.8889,2636473
'AC',13.0,56.9,11.5,11.0,14.3,12.4,47.1,0.0,116.0,0.5401,0.1711,0.0524,19.0,31.0,15.0,9.0,0.0,0.0165,0.1171,1.0,14.0,4311.0,187.0,0.0434,99.0,2537.3333,1.3333,15.0,1.25,10.0,6052.0,848.96,1998.0,2.1667,2.0,12.0,26.0,150.0,3171.6667,0.1667,132.1528,119.75,20397
'SB',12.7,64.8,11.5,9.8,11.1,9.0,42.9,0.0,1.0,0.6,0.2,0.0536,0.0,0.0,1.0,0.0,0.0,0.0089,0.0982,0.0,2.0,112.0,5.0,0.0089,2.0,0.0,0.0,0.0,0.0,748.0,748.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,30.6429,37.3333,5551355
'AC',16.4,48.5,11.3,14.1,17.3,13.8,53.7,0.0,101.0,0.5963,0.2422,0.0512,47.0,31.0,15.0,9.0,0.0,15,0.1434,1.0,25.0,4924.0,161.0,0.0325,95.0,2892.5,3.0,14.0,2.3333,12.0,4613.0,203.97,862.0,1.1667,10.0,6.0,7.0,136.0,6749.1665,1.6667,120.5208,214087,160300
'SB',18.6,44.8,11.1,15.9,20.3,15.7,58.7,0.0,9.0,0.6,0.3,84,5.0,0.0,1.0,2.0,0.0,0.0,0.1036,0.0,1.0,357.0,10.0,0.0476,7.0,0.0,0.6667,0.0,0.0,44.0,1238.0,367.5,851.0,0.3333,0.0,3.0,1.0,81.0,1031.0,0.0,106.6552,89.25,2845486
'AC',38.5,1.2,14.2,30.8,35.1,21.8,99.2,0.0,56.0,0.4512,0.3902,0.0502,6.0,7.0,2.0,1.0,0.0,13,0.1049,0.0,8.0,5841.0,82.0,0.0221,99.0,1038.8333,0.5714,48.0,6.8571,100.0,16598.0,26.73,2199.0,5.4286,6.0,7.0,38.0,240.0,7123.4287,0.8571,150.6465,121.6875,3839023
'BC',10.6,68.5,9.1,9.2,11.9,10.1,42.1,0.0,8.0,0.4762,0.1905,0.0237,2.0,0.0,4.0,0.0,0.0,0.0258,0.1355,0.0,3.0,465.0,21.0,0.0172,17.0,0.0,0.2,0.0,0.0,275.0,1178.0,480.92,474.0,2.0,0.0,5.0,10.0,44.0,1064.0,0.0,72.8767,46.5,645474
'SB',22.5,-2.1,22.7,19.6,19.6,16.4,65.4,0.0,2.0,0.3333,0.0,0.0411,0.0,0.0,1.0,0.0,0.0,0.0137,0.0822,0.0,1.0,73.0,3.0,0.0274,6.0,0.0,0.0,0.0,0.0,19.0,609.0,44.0,616.0,0.0,1.0,2.0,0.0,29.0,823.5,0.5,126.6923,36.5,14216187
'FA',31.0,-0.5,17.3,26.0,30.4,22.6,87.8,0.0,88.0,0.6369,0.2994,0.0633,81.0,21.0,22.0,4.0,0.0,0.0335,0.1261,1.0,16.0,7995.0,157.0,0.0209,337.0,763.5161,1.1667,124.0,20.6667,528.0,6531.0,115.22,2354.0,0.3333,14.0,6.0,2.0,231.0,15779333,2.3333,162.9535,399.75,30299
'AC',14.0,46.9,12.1,12.7,16.7,14.3,54.0,0.0,93.0,0.5491,0.2081,0.0508,40.0,31.0,24.0,7.0,0.0,0.0232,125,1.0,7.0,4176.0,173.0,0.0383,126.0,1959.7727,0.7273,22.0,2.0,16.0,3642.0,781.73,696.0,2.0909,8.0,11.0,23.0,167.0,3919.5454,0.7273,139.9838,144.0,7987684
'SB',11.1,72.2,12.7,7.3,7.8,6.9,46.8,0.0,2.0,0.0,0.0,0.0303,0.0,1.0,0.0,0.0,0.0,0.0303,0.1212,0.0,0.0,33.0,2.0,0.0606,0.0,0.0,0.5,0.0,0.0,101.0,233.0,134.52,212.0,1.5,0.0,2.0,3.0,19.0,546.5,0.0,99.3636,8.25,5947058
'FA',25.8,28.8,13.5,20.8,24.1,16.9,73.7,0.0,90.0,596,0.2517,0.0509,8.0,37.0,5.0,11.0,0.0,0.0218,0.1266,1.0,17.0,7007.0,151.0,0.0237,78.0,657.4857,1.9231,140.0,10.7692,15.0,6326.0,154.32,2983.0,0.5385,10.0,13.0,7.0,238.0,7080615,0.7692,143.6006,467.1333,150969
'ST',10.4,61.6,11.9,8.7,11.0,10.4,46.4,0.0,13.0,0.4762,0.1429,0.0469,0.0,5.0,2.0,0.0,0.0,0.0293,0.1408,0.0,1.0,341.0,21.0,0.0499,7.0,1468.6667,1.3333,3.0,1.0,55.0,1694.0,27.5,166.0,0.0,0.0,3.0,0.0,55.0,1468.6667,0.0,220.3,56.8333,10242718
'ST',10.3,55.3,10.2,10.3,13.2,11.9,45.6,0.0,6.0,0.4286,0.1429,37,0.0,0.0,2.0,0.0,0.0,0.0259,0.1222,0.0,6.0,270.0,14.0,0.0259,12.0,0.0,0.0,0.0,0.0,397.0,1592.0,280.72,1601.0,2.0,0.0,1.0,2.0,44.0,2163.0,0.0,120.1667,54.0,5965980
'AC',12.3,53.2,12.6,10.7,13.4,12.1,47.9,1.0,87.0,0.4615,0.1978,54,10.0,14.0,7.0,2.0,0.0,0.0165,96,2.0,15.0,3573.0,182.0,0.0378,88.0,6629.8335,0.3846,6.0,0.4615,12.0,3216.0,307.71,2047.0,0.6154,12.0,13.0,8.0,178.0,3059923,0.9231,187.6368,66.1667,16756
'SB',16.5,46.0,12.0,14.2,17.5,14.2,59.7,0.0,7.0,0.4167,0.1667,0.0789,4.0,4.0,4.0,0.0,0.0,0.0085,0.1493,0.0,2.0,355.0,12.0,0.0282,21.0,0.0,0.0,0.0,0.0,302.0,2118.0,213.55,2127.0,0.0,0.0,1.0,0.0,46.0,2486.0,0.0,414.3333,71.0,3940441
'ST',12.6,50.4,12.0,11.5,15.9,13.9,49.6,0.0,65.0,0.3964,0.1532,0.0571,51.0,4.0,46.0,2.0,0.0,0.0254,0.1315,0.0,14.0,2365.0,111.0,0.0419,271.0,0.0,0.0714,0.0,0.0,158.0,2730.0,139.17,2753.0,0.3571,0.0,14.0,5.0,60.0,1246.2856,0.0,146.6218,118.25,1148827
'FA',17.6,50.1,11.8,14.3,17.3,13.3,57.0,1.0,76.0,0.6788,0.2364,0.0547,23.0,31.0,18.0,8.0,5.0,0.0176,0.1222,0.0,11.0,5352.0,165.0,0.0277,207.0,620.4608,0.4286,102.0,14.5714,15.0,6058.0,461.01,2151.0,0.5714,4.0,7.0,4.0,319.0,9041.0,0.5714,180.3048,446.0,930379
'AC',12.8,46.8,12.5,11.9,16.2,14.1,51.5,0.0,238.0,0.4673,0.1184,0.0425,84.0,57.0,41.0,15.0,1.0,0.0158,0.1171,2.0,23.0,6704.0,321.0,0.0506,219.0,17891334,0.6667,3.0,0.25,25.0,3379.0,465.41,1987.0,0.1667,25.0,12.0,2.0,127.0,4472.8335,2.0833,232355,69.8333,2073470
'GA',15.4,58.4,11.2,12.3,14.5,11.1,51.5,0.0,40.0,0.5488,0.1951,0.0474,21.0,22.0,4.0,2.0,0.0,0.0114,0.1239,0.0,4.0,2365.0,82.0,0.03,73.0,1734909,0.7,11.0,1.1,11.0,4847.0,130.25,1410.0,1.2,0.0,10.0,12.0,119.0,1908.4,0.0,113.5952,337.8571,3193344
'AC',19.8,40.6,13.5,16.1,19.6,15.4,63.6,0.0,15.0,0.6087,0.3043,0.0483,4.0,3.0,5.0,0.0,0.0,0.0165,0.0903,0.0,4.0,786.0,23.0,28,34.0,892125,0.25,8.0,2.0,54.0,4501.0,183.36,811.0,3.5,0.0,4.0,14.0,131.0,1784.25,0.0,54.4809,112.2857,172717
'FA',27.6,35.1,6.1,23.8,26.9,12.6,82.0,0.0,38.0,0.8667,0.1067,0.0137,1.0,12.0,9.0,0.0,0.0,0.0058,0.0444,0.0,2.0,4667.0,75.0,0.0107,36.0,2224.0908,0.0,22.0,4.4,15.0,15367.0,83.14,1564.0,0.4,6.0,5.0,2.0,1385.0,9786.0,1.2,228.6449,259.2778,2068522
'FA',22.9,29.1,14.2,19.0,22.3,16.9,70.0,2.0,62.0,587,0.2826,0.0576,26.0,10.0,24.0,12.0,0.0,0.0217,0.1304,1.0,17.0,5437.0,138.0,0.0191,393.0,610.2987,1.1111,77.0,8.5556,10.0,5588.0,117.05,2233.0,0.3333,12.0,9.0,3.0,193.0,5221.4443,1.3333,439.1869,604.1111,12234888
'BC',15.1,48.7,13.0,12.7,15.8,13.5,53.6,0.0,14.0,0.6154,0.1923,0.0308,3.0,5.0,1.0,0.0,0.0,0.0247,0.0847,1.0,1.0,649.0,26.0,0.0416,21.0,2443.0,0.0,2.0,0.4,36.0,2432.0,89.41,565.0,0.2,0.0,5.0,1.0,98.0,977.2,0.0,71.8529,92.7143,1476578
'AC',45.2,-11.7,12.9,36.4,40.3,22.1,112.8,0.0,29.0,0.7714,0.1714,0.0623,6.0,14.0,4.0,0.0,0.0,26,0.1104,0.0,2.0,3035.0,35.0,0.0372,49.0,2288.6365,0.6,11.0,2.2,136.0,5204.0,41.01,1745.0,0.0,5.0,5.0,0.0,716.0,5035.0,1.0,182.4275,3035.0,987173
'SB',9.0,54.7,13.6,7.4,8.5,8.5,49.9,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1429,0.0,0.0,14.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,40.0,7.0,13728077
'FA',17.1,54.8,10.7,13.8,16.7,12.3,56.0,1.0,47.0,0.6,0.2,0.0483,20.0,19.0,8.0,2.0,1.0,0.0153,0.1423,0.0,7.0,2818.0,85.0,0.0341,135.0,1147.5555,1.8,27.0,5.4,11.0,4433.0,100.56,1273.0,0.0,4.0,5.0,0.0,137.0,6196.8,0.8,243.9685,201.2857,8886709
'ST',12.0,60.3,12.3,9.7,12.8,11.6,47.3,0.0,23.0,0.5946,0.1081,0.0363,3.0,14.0,4.0,0.0,0.0,14,0.1592,0.0,3.0,716.0,37.0,0.0349,21.0,0.0,0.25,0.0,0.0,77.0,2564.0,157.42,351.0,0.25,0.0,4.0,1.0,78.0,1371.5,0.0,166.2424,79.5556,2846382
'FA',17.4,41.1,14.3,14.4,17.8,14.8,59.0,0.0,66.0,0.4952,0.1714,0.0709,5.0,16.0,4.0,1.0,0.0,11,0.1113,0.0,8.0,2920.0,105.0,0.0342,46.0,1446.4286,375,21.0,2625,22.0,4630.0,48.54,1644.0,0.0,2.0,8.0,0.0,103.0,3796875,0.25,138.6986,243.3333,341356
'AC',21.9,44.8,11.2,17.5,20.1,13.1,66.8,0.0,46.0,0.6162,0.2525,0.0555,17.0,16.0,2.0,2.0,0.0,0.0069,0.1315,0.0,8.0,4181.0,99.0,27,72.0,1628393,0.9,28.0,2.8,10.0,4280.0,30.6,934.0,1.2,16.0,10.0,12.0,193.0,4559.5,1.6,217119,119.4571,8761514
'SB',14.4,51.1,13.6,11.7,14.6,12.7,54.1,0.0,5.0,0.5,0.2,0.0578,0.0,1.0,2.0,1.0,0.0,0.0178,0.1356,0.0,1.0,450.0,20.0,0.0111,8.0,0.0,0.25,0.0,0.0,128.0,1726.0,110.91,784.0,0.25,0.0,4.0,1.0,73.0,949.75,0.0,90.4524,112.5,12655436
'SB',22.1,35.0,15.5,17.2,21.5,17.0,66.5,1.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0141,0.0845,0.0,0.0,71.0,2.0,0.0141,2.0,0.0,0.0,0.0,0.0,243.0,749.0,171.83,754.0,1.0,0.0,1.0,1.0,43.0,1243.0,0.0,88.7857,35.5,12548138
'FA',13.5,51.0,11.9,12.0,15.1,13.0,49.1,0.0,139.0,583,183,0.0353,51.0,48.0,31.0,5.0,1.0,0.0183,0.1052,1.0,25.0,5524.0,235.0,0.0391,222.0,1174.04,1.25,50.0,6.25,23.0,11827.0,913.11,2465.0,4.25,9.0,8.0,34.0,144.0,7337.75,1125,246.6471,145.3684,9763
'BC',14.4,56.5,11.2,12.0,15.2,12.5,52.1,0.0,27.0,0.3571,0.2143,0.0472,6.0,13.0,4.0,2.0,0.0,0.0053,113,1.0,4.0,1124.0,42.0,0.0409,83.0,1303.0,0.25,6.0,1.5,21.0,3283.0,72.1,1007.0,0.0,5.0,4.0,0.0,46.0,1954.5,1.25,289.5556,124.8889,11263076
'AC',13.3,55.7,11.2,11.5,14.6,12.4,48.9,0.0,96.0,0.5064,0.1859,0.0466,29.0,23.0,36.0,9.0,3.0,0.0148,0.1128,0.0,16.0,3796.0,156.0,0.0369,221.0,1889.5,125,14.0,1.75,16.0,6431.0,162.54,1314.0,1.25,1.0,8.0,10.0,112.0,3306625,125,184986,165.0435,199932
