realClass,\ari,\flesch,\coleman,\kincaid,\fog,\smog,\li,\numPerguntas,\numPassiveVoice,\porcMenoresFrases,\porcMaioresFrases,\porcConjucoes,\numAuxiliarVerb,\inicioArtigo,\inicioPronome,\inicioConjuncaoSubordinadas,\inicioConjuncao,\porcSubstantivacao,\porcPreposicao,\inicioPronomeInterrogativo,\inicioPreposicoes,\wordCount,\sentenceCount,\porcToBe,\numPronomes,\CitPerTLen,\ImagesPerSec,\numCitations,\CitPerSec,\minSLen,\maxSLen,\stdSLen,\minAbsLen,\XLinksPerSec,\ssCount,\sCount,\numExtLink,\tamMaiorFrase,\avgSLen,\meanSubsectionPerSection,\LinksPerTLen,\avgPLen,id
'AC',13.1,51.5,12.4,11.5,15.1,13.2,49.7,0.0,65.0,0.5611,181,0.0428,17.0,38.0,14.0,7.0,2.0,0.0332,0.1185,1.0,23.0,4793.0,221.0,0.0182,136.0,918.8571,1.6667,42.0,7.0,26.0,7071.0,54.36,1256.0,7.5,6.0,6.0,45.0,163.0,6432.0,1.0,158.1639,228.2381,5231073
'AC',20.0,27.9,15.9,16.9,20.8,17.0,65.4,1.0,119.0,563,0.2165,0.0498,59.0,29.0,31.0,9.0,0.0,0.0371,104,2.0,19.0,7730.0,254.0,0.0254,275.0,1097.4395,0.4545,66.0,6.0,18.0,21100.0,243.11,2236.0,7.0909,12.0,11.0,78.0,188.0,6584636,1.0909,588.8699,286.2963,7738
'BC',7.9,62.9,10.0,8.0,11.0,10.6,40.7,0.0,31.0,0.5738,0.1803,0.0418,7.0,10.0,6.0,2.0,0.0,0.0389,0.0941,0.0,2.0,1722.0,122.0,0.0238,86.0,545.4643,0.0,28.0,4.0,19.0,6087.0,283.97,849.0,1.0,2.0,7.0,7.0,91.0,2181.8572,0.2857,231.4091,143.5,28611
'GA',14.9,53.5,12.1,12.3,15.7,13.2,53.5,0.0,13.0,0.48,0.16,0.0642,3.0,2.0,5.0,2.0,0.0,0.0061,0.1116,1.0,2.0,654.0,25.0,0.0245,41.0,878.4444,0.5,9.0,2.25,17.0,2287.0,168.95,778.0,0.5,2.0,4.0,2.0,70.0,1976.5,0.5,155.0196,93.4286,2274234
'FA',23.3,27.1,14.6,19.3,22.7,17.3,69.8,0.0,98.0,0.6203,0.2468,0.0561,5.0,42.0,15.0,2.0,0.0,0.0131,0.1299,0.0,14.0,6253.0,158.0,0.0272,151.0,564.5981,2.4286,107.0,15.2857,10.0,10720.0,192.76,3006.0,0.5714,5.0,7.0,4.0,218.0,8630286,0.7143,165967,390.8125,478684
'BC',23.8,26.6,14.2,19.8,23.1,17.3,74.1,1.0,84.0,0.6608,0.2807,0.0529,60.0,20.0,7.0,2.0,0.0,0.0287,0.1295,0.0,7.0,7045.0,171.0,0.0334,286.0,604.0714,0.0714,84.0,6.0,15.0,6164.0,97.4,1282.0,0.3571,10.0,14.0,5.0,384.0,3624.4287,0.7143,492.6408,251.6071,1265342
'SB',17.8,51.4,13.1,13.7,15.9,12.2,58.1,0.0,2.0,0.8,0.2,0.0261,0.0,1.0,0.0,0.0,0.0,0.0196,0.0719,0.0,0.0,153.0,5.0,0.0131,2.0,0.0,0.0,0.0,0.0,97.0,1098.0,117.0,1105.0,0.3333,0.0,3.0,1.0,91.0,773.0,0.0,34.1029,30.6,3539598
'ST',30.7,22.7,12.6,24.5,27.0,15.8,82.1,0.0,6.0,0.5556,703933.7,0.0498,2.0,1.0,1.0,0.0,0.0,0.0057,0.1149,0.0,2.0,522.0,9.0,0.0192,32.0,0.0,0.3333,0.0,0.0,220.0,2420.0,114.5,783.0,0.6667,0.0,3.0,2.0,168.0,1566.6667,0.0,174.0741,130.5,12628313
'ST',4.8,91.2,7.1,3.4,6.7,7.3,23.8,0.0,0.0,0.6739,0.1957,0.0019,0.0,1.0,1.0,0.0,0.0,0.0038,0.0132,0.0,0.0,529.0,46.0,0.0,1.0,0.0,0.0,0.0,0.0,17.0,1565.0,93.33,205.0,0.5,4.0,4.0,2.0,32.0,1323.0,1.0,24.0545,176.3333,12189403
'FA',23.3,37.6,13.3,18.4,21.9,15.8,68.4,0.0,24.0,0.58,0.28,0.0351,5.0,7.0,4.0,2.0,0.0,0.0091,0.1153,1.0,14.0,2082.0,50.0,0.0187,67.0,575.5714,0.6667,42.0,7.0,17.0,5406.0,77.1,1748.0,0.1667,0.0,6.0,1.0,177.0,4029.0,0.0,254.4632,694.0,4749922
'SB',15.2,42.7,15.9,12.3,16.0,14.0,55.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.15,0.0,0.0,20.0,1.0,0.05,0.0,0.0,1.0,0.0,0.0,276.0,276.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,8.0196,10.0,5870141
'SB',9.9,68.7,10.5,8.1,10.5,9.7,43.0,0.0,2.0,0.5,0.5,0.0278,0.0,0.0,0.0,0.0,0.0,0.0278,0.1389,0.0,0.0,36.0,2.0,0.0556,0.0,0.0,0.0,0.0,0.0,246.0,246.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,48.5,12.0,1675153
'ST',13.4,55.4,12.3,11.1,14.6,12.7,48.6,0.0,29.0,0.4681,0.1489,0.0461,4.0,13.0,2.0,3.0,0.0,0.0188,0.1259,1.0,3.0,1064.0,47.0,0.0338,19.0,0.0,0.0,0.0,0.0,42.0,3246.0,250.59,859.0,0.8333,0.0,6.0,5.0,54.0,1539.6667,0.0,329.9286,76.0,3120578
'GA',29.4,19.1,13.5,24.0,28.0,19.2,84.2,0.0,60.0,0.6,0.2917,0.0393,71.0,21.0,2.0,1.0,1.0,0.0265,0.1108,0.0,1.0,6455.0,120.0,0.0215,145.0,583.3592,0.6429,103.0,7.3571,17.0,4206.0,300.27,2644.0,7.5714,14.0,14.0,106.0,322.0,4291857,1.0,225.8872,717.2222,14880
'ST',14.5,57.7,11.4,11.8,14.6,11.9,48.7,0.0,6.0,0.2222,0.1111,42,2.0,2.0,1.0,1.0,0.0,0.0,0.1387,0.0,0.0,238.0,9.0,42,12.0,0.0,0.0,0.0,0.0,113.0,1435.0,79.9,1444.0,0.0,0.0,1.0,0.0,49.0,2836.0,0.0,52.5185,47.6,1954484
'AC',49.2,-18.9,13.4,39.3,43.3,23.0,121.8,1.0,42.0,0.75,0.25,0.0482,23.0,17.0,5.0,4.0,1.0,0.0184,0.1252,2.0,10.0,6020.0,64.0,0.0271,260.0,801.3218,625,87.0,10875,11.0,4618.0,266.59,2380.0,625,15.0,8.0,5.0,1056.0,8714375,1875,237.1259,668.8889,1009041
'SB',10.7,60.9,13.5,8.2,9.6,9.5,46.9,0.0,1.0,0.4,0.2,0.0143,0.0,1.0,2.0,0.0,0.0,0.0286,0.1286,0.0,1.0,70.0,5.0,0.0143,3.0,0.0,0.0,0.0,0.0,68.0,453.0,48.08,456.0,0.0,0.0,1.0,0.0,29.0,867.0,0.0,22.8158,35.0,2486645
'AC',16.0,52.9,11.9,13.1,16.2,13.0,56.9,0.0,57.0,0.5704,0.2465,0.0275,20.0,23.0,13.0,6.0,0.0,0.0263,0.1377,1.0,25.0,4111.0,142.0,0.0212,135.0,926.2727,3.0,55.0,7.8571,14.0,7595.0,139.0,1472.0,0.2857,3.0,7.0,2.0,133.0,7277857,0.4286,257298,822.2,501413
'BC',38.9,5.3,13.1,30.8,34.4,19.5,101.4,0.0,17.0,0.5714,0.3214,0.0485,11.0,2.0,1.0,0.0,0.0,0.0238,0.1484,0.0,2.0,2062.0,28.0,0.0209,56.0,2456.3333,0.2,6.0,1.2,139.0,2324.0,54.27,408.0,0.4,6.0,5.0,2.0,346.0,2947.6,1.2,342.7442,137.4667,670570
'ST',17.1,51.8,13.3,13.2,16.4,13.2,60.5,0.0,22.0,0.6154,0.1538,0.0415,13.0,14.0,2.0,2.0,2.0,0.0208,0.0971,0.0,5.0,1493.0,52.0,0.0248,29.0,2428.5,3.7143,6.0,0.8571,36.0,2926.0,184.04,897.0,1.7143,2.0,7.0,12.0,190.0,2081.5713,0.2857,160.1209,114.8462,1700693
'GA',20.4,38.1,13.5,16.8,19.6,15.0,63.0,0.0,62.0,0.5641,0.2564,0.0484,7.0,37.0,4.0,4.0,0.0,0.0174,0.1171,0.0,21.0,4149.0,117.0,0.0246,69.0,607.0337,2.0,89.0,14.8333,12.0,4934.0,199.0,1719.0,0.8333,9.0,6.0,5.0,162.0,9004333,1.5,192.95,188.5909,13625
'BC',6.5,83.7,6.6,5.9,9.6,8.9,33.0,0.0,5.0,0.2857,0.0,0.0413,0.0,2.0,2.0,0.0,0.0,0.0083,0.1322,0.0,0.0,121.0,7.0,0.0496,4.0,0.0,1.0,0.0,0.0,55.0,665.0,27.5,650.0,0.0,0.0,3.0,0.0,26.0,656.0,0.0,48.0,24.2,958002
'BC',15.6,52.5,11.0,13.2,16.9,13.6,53.5,1.0,21.0,0.5,0.2353,0.0559,0.0,2.0,7.0,2.0,0.0,12,0.1019,0.0,2.0,1001.0,34.0,34,42.0,0.0,0.0,0.0,0.0,450.0,1409.0,244.66,453.0,0.8571,0.0,7.0,6.0,101.0,1050857,0.0,163.4667,62.5625,12480352
'ST',17.8,47.5,13.4,14.1,16.6,13.1,60.5,0.0,3.0,0.5714,0.1429,0.0237,0.0,1.0,0.0,0.0,0.0,19,0.1043,0.0,0.0,211.0,7.0,0.0332,2.0,1555.5,0.3333,2.0,0.6667,80.0,1271.0,40.0,1280.0,1.0,0.0,3.0,3.0,93.0,1037.0,0.0,11.0319,70.3333,8860605
'AC',16.3,52.0,11.9,13.3,16.4,13.1,56.7,0.0,76.0,0.5939,0.2893,0.0517,22.0,26.0,6.0,2.0,0.0,0.0153,0.1315,0.0,12.0,5818.0,197.0,0.0318,188.0,478.6421,1.6667,95.0,10.5556,13.0,7638.0,179.45,989.0,0.2222,3.0,9.0,2.0,166.0,5052.3335,0.3333,372.7131,387.8667,2217988
'BC',9.5,75.9,8.6,7.8,10.2,8.6,37.6,0.0,86.0,0.5135,0.1216,0.0517,31.0,46.0,7.0,17.0,0.0,0.0079,0.1162,1.0,14.0,3038.0,148.0,0.0395,97.0,0.0,625,0.0,0.0,27.0,2170.0,201.85,1290.0,0.5,12.0,8.0,4.0,165.0,2564.25,1.5,366.3214,77.8974,1185945
'AC',19.9,41.0,13.9,15.9,19.0,14.9,62.5,0.0,118.0,0.6092,0.2184,45,3.0,50.0,5.0,11.0,2.0,0.0178,0.1143,0.0,24.0,5846.0,174.0,0.0269,95.0,1497.4445,1.0588,36.0,2.1176,14.0,6896.0,487.86,2643.0,2.8235,9.0,17.0,48.0,244.0,3171.0588,0.5294,74.1513,108.2593,37407
'GA',13.7,57.9,10.9,11.5,15.2,12.8,49.4,0.0,37.0,0.4478,209,0.0496,9.0,6.0,13.0,4.0,0.0,0.0169,0.1138,0.0,6.0,1714.0,67.0,0.0327,102.0,673.5217,0.4444,23.0,2.5556,96.0,2558.0,51.86,802.0,0.0,0.0,9.0,0.0,73.0,1721.2222,0.0,316.1429,214.25,5918797
'SB',2.4,102.0,3.1,2.5,5.6,3.0,28.3,0.0,1.0,0.0,0.0,0.0714,0.0,0.0,0.0,0.0,0.0,0.0,0.1429,0.0,0.0,14.0,1.0,0.0714,0.0,0.0,0.0,0.0,0.0,97.0,97.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,39.75,14.0,1016785
'BC',12.4,62.6,10.5,10.4,13.1,11.1,45.9,0.0,75.0,0.4906,0.2516,52,19.0,24.0,23.0,7.0,2.0,0.0134,0.1132,2.0,16.0,3728.0,159.0,0.0276,237.0,1595.4348,125,23.0,2875,14.0,5776.0,301.58,2939.0,4.75,6.0,8.0,38.0,75.0,4586875,0.75,206.1517,248.5333,4344388
'BC',14.2,60.3,7.2,13.0,16.4,12.0,50.6,1.0,55.0,0.6838,0.1624,0.0327,21.0,19.0,4.0,7.0,1.0,0.0125,95,0.0,13.0,3852.0,117.0,0.0234,87.0,12710.0,0.3333,2.0,0.2222,10.0,8038.0,178.5,199.0,1.1111,6.0,9.0,10.0,729.0,2824.4443,0.6667,416.7213,107.0,928315
'AC',29.9,20.8,12.9,24.2,27.9,18.3,83.3,1.0,59.0,0.6277,0.3191,0.0452,26.0,14.0,24.0,1.0,0.0,0.0278,0.1341,0.0,11.0,5249.0,94.0,0.0299,403.0,665.3504,1125,117.0,14625,15.0,8971.0,495.14,2320.0,1.5,12.0,8.0,12.0,272.0,9730.75,1.5,274.1056,874.8333,20057
'ST',12.5,55.5,12.6,10.5,13.1,11.8,48.9,0.0,23.0,0.4444,0.1111,0.0761,4.0,11.0,4.0,0.0,0.0,0.0083,0.1176,0.0,1.0,723.0,36.0,0.0498,11.0,0.0,0.3333,0.0,0.0,425.0,3682.0,360.5,3695.0,0.3333,0.0,3.0,1.0,41.0,2029.6667,0.0,129.5532,72.3,488330
'ST',16.5,46.1,14.3,13.2,16.4,13.9,58.9,0.0,47.0,0.5333,0.1067,0.0418,4.0,15.0,11.0,3.0,0.0,0.0145,0.0961,2.0,6.0,1936.0,75.0,0.0331,40.0,0.0,0.0,0.0,0.0,51.0,2443.0,163.12,1365.0,1.3,0.0,10.0,13.0,184.0,1530.7,0.0,159.4479,71.7037,947570
'AC',16.2,54.9,10.8,13.3,16.2,12.4,51.1,6.0,74.0,0.6259,0.2158,0.0477,21.0,16.0,32.0,7.0,1.0,0.0106,0.1088,1.0,16.0,4320.0,139.0,0.0255,322.0,921.5778,0.5,45.0,5625,14.0,3404.0,295.69,2342.0,875,12.0,8.0,7.0,233.0,5183875,1.5,113.3087,308.5714,214233
'FA',12.6,58.4,10.9,10.9,13.7,11.7,47.8,0.0,110.0,466,0.1728,0.0402,8.0,62.0,29.0,1.0,0.0,0.0095,0.1282,2.0,24.0,4430.0,191.0,0.0321,145.0,495.6765,1.5,68.0,6.8,10.0,5754.0,85.7,1766.0,0.3,2.0,10.0,3.0,207.0,3370.6,0.2,230863,152.7586,6276716
'SB',29.8,5.9,17.2,24.5,28.1,20.7,89.7,0.0,1.0,0.5,0.5,0.0515,0.0,0.0,0.0,0.0,0.0,0.0206,0.0825,0.0,0.0,97.0,2.0,0.0309,3.0,2023.0,0.5,1.0,0.5,36.0,793.0,127.02,796.0,1.0,0.0,2.0,2.0,95.0,1011.5,0.0,112.3889,97.0,2535424
'ST',12.2,50.5,12.5,11.1,14.6,12.9,49.9,0.0,11.0,0.3529,0.1765,0.0721,0.0,8.0,1.0,0.0,0.0,15,0.1321,0.0,2.0,333.0,17.0,42,5.0,0.0,0.0,0.0,0.0,112.0,2156.0,176.5,2167.0,0.6667,0.0,3.0,2.0,41.0,1058.3333,0.0,70.5556,55.5,993830
'GA',15.0,53.3,12.3,12.3,14.8,12.2,54.7,0.0,193.0,0.4851,0.1786,0.0462,61.0,68.0,49.0,15.0,0.0,0.0155,0.1206,1.0,32.0,8788.0,336.0,0.0325,241.0,3074.5908,2.2,22.0,2.2,10.0,5204.0,292.1,5215.0,2.8,31.0,10.0,28.0,149.0,6764.1,3.1,175.2358,117.1733,2219
'BC',12.7,58.9,11.1,10.7,14.1,12.2,47.5,0.0,42.0,0.4747,0.1414,0.0471,11.0,9.0,22.0,3.0,0.0,0.0128,0.1348,3.0,10.0,2270.0,99.0,0.0242,170.0,2029375,0.25,8.0,1.0,145.0,4332.0,128.75,556.0,0.5,2.0,8.0,4.0,77.0,2029375,0.25,222.3973,98.6957,207068
'ST',9.9,64.0,10.6,8.7,11.8,10.9,40.5,1.0,17.0,0.4444,0.1111,0.0397,3.0,1.0,7.0,0.0,0.0,0.0146,0.1211,1.0,3.0,479.0,27.0,0.0501,23.0,0.0,0.3333,0.0,0.0,267.0,1598.0,180.45,387.0,0.3333,2.0,3.0,1.0,38.0,1494.3333,0.6667,65.9265,68.4286,933237
'SB',16.7,26.9,18.6,14.1,18.2,15.2,68.5,0.0,3.0,0.5,0.0,0.0676,0.0,2.0,0.0,0.0,0.0,0.0676,0.1216,0.0,0.0,74.0,4.0,0.0405,0.0,0.0,0.0,0.0,0.0,124.0,542.0,220.5,543.0,1.0,0.0,3.0,3.0,26.0,497.6667,0.0,165.8889,74.0,14474590
'AC',13.2,49.5,13.3,11.4,14.7,13.1,50.2,0.0,163.0,0.4221,0.1688,0.0468,23.0,78.0,41.0,8.0,0.0,0.0201,0.1274,1.0,45.0,6215.0,308.0,0.0336,198.0,24136.0,1.0909,2.0,0.1818,14.0,4438.0,114.11,636.0,0.6364,18.0,11.0,7.0,63.0,4388364,1.6364,146.7234,66117,10614288
'AC',21.9,40.1,11.7,18.0,20.7,14.2,66.3,0.0,34.0,0.6375,275,44,11.0,14.0,0.0,0.0,0.0,0.0121,0.1446,0.0,5.0,3319.0,80.0,0.0322,39.0,0.0,1.1429,0.0,0.0,330.0,5427.0,289.55,333.0,3.4286,5.0,7.0,24.0,189.0,3391.4287,0.7143,349.1176,114.4483,2467163
'AC',12.6,53.8,11.4,11.3,14.2,12.4,48.5,0.0,64.0,0.4624,172,0.0475,32.0,13.0,16.0,8.0,2.0,0.0096,0.1146,0.0,9.0,2085.0,93.0,0.0504,74.0,5932.3335,1.0,3.0,375,120.0,5509.0,930.67,1660.0,875,0.0,8.0,7.0,110.0,2224625,0.0,225.2785,63.1818,10949
'GA',19.4,48.6,11.5,15.5,18.1,12.8,59.3,0.0,29.0,0.6098,0.2683,0.0421,9.0,16.0,4.0,0.0,0.0,0.0073,0.1196,0.0,1.0,1497.0,41.0,0.0321,67.0,860.1667,0.3333,24.0,4.0,12.0,3140.0,108.96,1039.0,0.6667,8.0,6.0,4.0,142.0,3440.6667,1.3333,185982,374.25,459777
'ST',15.8,54.2,11.9,12.8,14.8,11.6,52.5,0.0,13.0,0.5,0.1667,0.0661,3.0,1.0,2.0,1.0,0.0,0.0136,0.1031,1.0,1.0,514.0,18.0,37,13.0,0.0,1.25,0.0,0.0,24.0,920.0,182.08,927.0,0.5,3.0,4.0,2.0,78.0,1066.75,0.75,74.8596,73.4286,561840
'BC',19.0,49.7,11.7,15.2,17.4,12.3,57.8,0.0,2.0,0.6818,0.1364,0.0345,0.0,2.0,0.0,0.0,0.0,0.0192,78,0.0,2.0,782.0,22.0,0.0026,10.0,8548.0,0.75,1.0,0.25,15.0,2609.0,81.39,908.0,0.75,0.0,4.0,3.0,170.0,2137.0,0.0,79.1481,111.7143,12646556
'GA',21.0,45.0,11.2,17.0,20.2,14.0,63.0,0.0,17.0,0.6786,0.2857,0.0574,9.0,3.0,4.0,0.0,0.0,0.0088,0.1042,0.0,2.0,1132.0,28.0,0.0362,42.0,1247091,0.3333,11.0,1.8333,99.0,3452.0,175.75,1577.0,0.8333,0.0,6.0,5.0,147.0,2286.3333,0.0,198.8116,226.4,5076789
'SB',8.1,77.2,10.4,5.8,8.4,8.5,37.6,0.0,3.0,0.25,0.0,0.0741,0.0,0.0,2.0,0.0,0.0,0.0,0.0926,0.0,1.0,54.0,4.0,0.0926,5.0,0.0,0.0,0.0,0.0,160.0,331.0,113.14,332.0,0.0,0.0,1.0,0.0,19.0,654.0,0.0,13.9149,54.0,100132
'AC',28.2,24.6,12.5,23.0,26.1,17.0,82.1,0.0,20.0,0.6042,0.3333,35,10.0,3.0,0.0,0.0,0.0,0.0134,111,0.0,3.0,2541.0,48.0,0.0209,64.0,993.3478,1.2,23.0,4.6,12.0,5758.0,113.33,1868.0,1.0,3.0,5.0,5.0,243.0,4569.4,0.6,265.6628,508.2,13411107
'GA',11.8,58.1,11.7,10.1,13.9,12.4,47.0,0.0,17.0,0.5797,0.2174,0.0282,4.0,5.0,6.0,1.0,0.0,0.0167,0.1093,1.0,1.0,1381.0,69.0,0.0152,35.0,421.9655,0.6,29.0,5.8,154.0,6281.0,66.14,290.0,2.6,0.0,5.0,13.0,128.0,2447.4,0.0,185.4091,276.2,10118647
'SB',11.2,19.5,15.0,11.5,18.3,10.1,37.3,0.0,0.0,0.3333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0833,0.0,0.0,12.0,3.0,0.0,0.0,482.0,0.0,1.0,1.0,111.0,155.0,78.49,156.0,0.0,0.0,1.0,0.0,8.0,482.0,0.0,80.3333,12.0,13528643
'SB',7.5,62.4,10.1,7.7,12.7,11.5,38.0,0.0,2.0,0.6,0.2,0.0476,0.0,0.0,1.0,0.0,0.0,0.0317,0.1111,0.0,0.0,63.0,5.0,0.0476,4.0,0.0,0.0,0.0,0.0,114.0,1432.0,184.25,363.0,2.75,0.0,4.0,11.0,35.0,660.0,0.0,293.3333,21.0,2813924
'FA',14.7,58.6,12.1,11.4,13.1,10.5,48.9,0.0,51.0,0.6184,0.1974,0.0427,10.0,9.0,7.0,1.0,0.0,0.0057,0.1096,0.0,13.0,3887.0,152.0,19,98.0,1463.0476,0.5,21.0,2.1,22.0,5761.0,48.01,1181.0,1.8,10.0,10.0,18.0,318.0,3072.4,1.0,165.1828,117.7879,2659050
'BC',12.3,62.9,11.4,9.9,12.3,10.6,49.3,0.0,30.0,381,119,0.0251,2.0,21.0,1.0,1.0,0.0,0.0098,0.1486,0.0,2.0,915.0,42.0,0.0393,25.0,0.0,0.5714,0.0,0.0,252.0,1579.0,189.5,541.0,0.5714,0.0,7.0,4.0,47.0,1050.5714,0.0,95.5065,61.0,2684519
'SB',11.6,45.5,12.8,11.3,16.4,14.1,47.9,0.0,5.0,0.3333,0.1111,0.0443,5.0,1.0,3.0,1.0,0.0,0.0316,0.1519,0.0,2.0,158.0,9.0,0.0443,9.0,0.0,0.0,0.0,0.0,1339.0,1339.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,96.2667,39.5,1323610
'FA',27.1,31.7,12.4,21.5,24.1,15.0,76.9,0.0,57.0,0.6,0.3375,56,19.0,19.0,4.0,1.0,0.0,16,125,0.0,7.0,4071.0,80.0,41,62.0,686.04,1.1111,75.0,8.3333,12.0,4284.0,222.76,1697.0,0.8889,9.0,9.0,8.0,229.0,5717.0,1.0,210873,508875,249601
'FA',16.4,48.8,12.1,13.7,16.4,13.1,54.9,0.0,171.0,0.5047,0.2366,0.0472,27.0,82.0,21.0,10.0,0.0,0.0161,0.1166,7.0,37.0,9313.0,317.0,0.0274,212.0,1083.2439,0.8333,82.0,6.8333,10.0,7104.0,209.78,4009.0,0.9167,17.0,12.0,11.0,170.0,7402.1665,1.4167,130.0527,110869,8209
'BC',9.7,68.3,9.7,8.4,11.2,10.1,40.4,0.0,62.0,0.4825,0.2168,0.0481,16.0,16.0,20.0,7.0,10.0,0.0067,0.1309,1.0,15.0,2705.0,143.0,0.0307,162.0,17384.0,0.25,1.0,0.25,11.0,5600.0,68.14,394.0,2.75,6.0,4.0,11.0,67.0,4346.0,1.5,220.0506,90.1667,2544889
'AC',27.6,33.5,11.6,21.8,25.3,15.6,77.1,0.0,17.0,0.6333,0.3,0.0363,5.0,5.0,5.0,1.0,2.0,0.0088,0.1038,1.0,2.0,1600.0,30.0,0.0225,69.0,807.6111,0.0,18.0,3.6,186.0,4339.0,75.93,539.0,2.2,0.0,5.0,11.0,181.0,2907.4,0.0,126.4087,177.7778,4789151
'FA',28.0,24.0,12.9,22.9,25.7,16.8,78.8,0.0,59.0,0.6292,0.2697,0.0444,39.0,18.0,13.0,5.0,1.0,0.0261,0.1191,1.0,9.0,4636.0,89.0,0.0276,156.0,771.6892,1.1429,74.0,10.5714,15.0,4569.0,128.24,2927.0,1.7143,15.0,7.0,12.0,227.0,8157857,2.1429,193.5763,356.6154,169523
'ST',7.9,76.9,8.6,6.7,9.3,8.8,35.6,0.0,17.0,0.4595,0.1351,0.0405,1.0,8.0,2.0,2.0,0.0,0.0081,0.1149,0.0,2.0,618.0,37.0,0.0372,19.0,0.0,0.0,0.0,0.0,158.0,1917.0,143.7,752.0,0.4,0.0,5.0,2.0,66.0,1048.2,0.0,111.5106,103.0,673306
'BC',12.9,67.0,10.2,10.1,12.9,10.3,44.6,0.0,72.0,0.4615,0.1399,0.0569,19.0,10.0,19.0,10.0,0.0,0.0059,0.1288,10.0,26.0,3587.0,143.0,0.0265,263.0,23864.0,0.6,1.0,0.2,22.0,3151.0,59.75,680.0,0.0,10.0,5.0,0.0,97.0,4772.8,2.0,246.0206,91.9744,4967311
'ST',23.4,42.2,10.6,18.9,21.1,12.4,68.1,0.0,12.0,0.4667,0.4,0.0344,0.0,1.0,0.0,0.0,0.0,0.0115,0.1578,0.0,2.0,697.0,15.0,0.0301,59.0,0.0,1.0,0.0,0.0,524.0,2604.0,1503.42,531.0,0.0,0.0,2.0,0.0,110.0,2160.5,0.0,288.0667,46.4667,8400506
'GA',12.8,59.5,10.7,10.9,13.3,11.2,46.3,0.0,58.0,0.5263,0.1754,0.0512,40.0,22.0,11.0,7.0,0.0,0.0099,0.1197,1.0,9.0,2732.0,114.0,0.0293,75.0,912.4483,1.0,29.0,4.1429,10.0,5367.0,128.82,1227.0,0.2857,6.0,7.0,2.0,127.0,3780.1428,0.8571,270.0102,143.7895,984290
'FA',17.8,43.0,13.4,14.7,18.3,14.9,58.3,0.0,89.0,0.6126,0.2387,61,13.0,45.0,6.0,3.0,0.0,0.0162,0.1021,0.0,9.0,6687.0,222.0,0.0232,77.0,686.0867,1.3889,150.0,8.3333,15.0,4630.0,312.46,2835.0,0.3333,0.0,18.0,6.0,224.0,5717.3887,0.0,114.3478,955.2857,6097240
'SB',18.4,32.1,14.5,16.1,20.1,16.6,62.5,0.0,31.0,0.4688,0.1719,0.0492,2.0,16.0,3.0,3.0,0.0,0.0455,0.1493,2.0,19.0,1889.0,64.0,0.0201,30.0,0.0,2.0,0.0,0.0,105.0,3136.0,72.48,106.0,2.0,6.0,1.0,2.0,136.0,13611.0,6.0,109.7661,78.7083,8204112
'FA',14.9,52.8,12.2,12.4,15.5,12.9,54.7,1.0,139.0,0.4789,0.1839,0.0604,39.0,53.0,23.0,12.0,4.0,0.0109,0.1487,3.0,46.0,6800.0,261.0,0.0304,267.0,5203.9,1.8,10.0,2.0,16.0,13259.0,280.85,912.0,4.6,15.0,5.0,23.0,104.0,10407.8,3.0,181.9545,119.2982,106128
'FA',18.8,45.2,11.5,15.7,19.0,14.3,61.3,0.0,20.0,0.6818,0.1818,0.0482,9.0,5.0,3.0,0.0,0.0,0.0167,0.1233,3.0,3.0,1557.0,44.0,0.0334,71.0,1076.3333,0.25,18.0,2.25,17.0,3190.0,96.67,1651.0,0.25,0.0,8.0,2.0,268.0,2421.75,0.0,106.4505,389.25,1716364
'FA',15.2,57.5,11.3,12.2,15.2,12.1,53.1,0.0,66.0,0.5366,0.2276,0.0525,22.0,15.0,18.0,5.0,3.0,0.0147,144,0.0,20.0,3465.0,123.0,0.03,173.0,1100.8438,375,32.0,4.0,10.0,2036.0,278.09,1390.0,0.0,17.0,8.0,0.0,98.0,4403375,2125,90.7912,111.7742,46684
'BC',10.9,65.6,10.0,9.3,11.8,10.4,41.1,0.0,19.0,0.5,0.1389,0.0476,7.0,4.0,4.0,1.0,0.0,0.0106,0.1058,1.0,2.0,756.0,36.0,0.0331,30.0,1516.3333,0.2857,6.0,0.8571,96.0,1913.0,217.44,206.0,0.4286,0.0,7.0,3.0,73.0,1299.7144,0.0,75.8167,108.0,586830
'AC',16.9,48.0,13.0,13.7,16.7,13.5,59.6,2.0,240.0,0.5885,0.2102,0.0556,34.0,89.0,48.0,18.0,0.0,0.0171,0.1311,2.0,44.0,13049.0,452.0,0.0278,365.0,952.1019,0.7273,108.0,9.8182,24.0,25756.0,624.62,7178.0,7.3636,12.0,11.0,81.0,170.0,9347909,1.0909,180.3982,171.6974,3736
